pred10_sw,pred50_sw,pred90_sw,pred90 - pred10,IntGrpNetAlign,YEAR,switcher,XL_AREA,ECYN,SWYN,FPYN,RLYN,GNYN,AARP,AFLCIO,Airlines,American Bankers Association,American Council of Life Insurance,American Farm Bureau Federation,American Federation of State County and Municipal Employees,American Hospital Association,American Israel Public Affairs Committee,American Legion,American Medical Association,Association of Trial Lawyers,Automobile Companies,Chamber of Commerce,Christian Coalition,Computer Software and Hardware,Credit Union National Association,Defense Contractors,Electric Companies,Health Insurance Association,Independent Insurance Agents of America,International Brotherhood of Teamsters,Motion Picture Association of America,National Association of Broadcasters,National Association of Home Builders,National Association of Manufacturers,National Association of Realtors,National Beer Wholesalers Association,National Education Association,National Federation of Independent Business,National Governors Association,National Restaurant Association,National Rifle Association,National Right to Life Committee,Oil Companies,Pharmaceutical Research Manufacturers,Recording Industry Association,Securities and Investment Companies,Telephone Companies,Tobbaco Companies,United Auto Workers Union,Universities,Veterans of Foreign Wars of the U.S,Binary Outcome,OutcomeYear
0.58,0.62,0.61,0.027125299,1.098612289,1991,0,misc others,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
0.43,0.43,0.42,-0.006107509,0,1991,0,misc others,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
0.38,0.26,0.31,-0.072448552,-0.916290732,1991,0,soc welfare,0,1,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
0.61,0.67,0.79,0.173502803,0.287682072,1991,0,religious,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,0,0,0,0,0,0,0,0,0,1,2
0.86,0.83,0.87,0.006949425,1.098612289,1992,0,education,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,2
0.89,0.86,0.93,0.044141293,-0.693147181,1992,0,guns,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,0,0,0,0,0,0,0,0,0,0,1,2
0.82,0.8,0.82,-0.005604565,-0.693147181,1992,0,guns,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,0,0,0,0,0,0,0,0,0,0,1,3
0.44,0.55,0.73,0.285678148,1.704748092,1992,0,foreign pol,0,0,1,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,2
0.8,0.71,0.67,-0.124057353,0,1992,0,misc others,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
0.38,0.45,0.63,0.251594126,1.704748092,1992,0,foreign pol,0,0,1,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,2
0.17,0.18,0.27,0.096895039,0.693147181,1992,0,foreign pol,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
0.71,0.69,0.6,-0.102854252,-1.386294361,1992,0,econ & labor,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,0,0,0,0,0,0,0,0,0,0,0,-2,0,0,0,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
0.52,0.54,0.58,0.062282205,-0.693147181,1992,0,religious,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
0.89,0.91,0.9,0.012428045,1.098612289,1992,0,education,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,2
0.26,0.35,0.55,0.293144941,0.875468737,1992,0,foreign pol,0,0,1,0,0,0,-2,2,0,0,2,-2,0,0,0,0,0,2,2,0,2,0,2,2,0,0,-2,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,2,2,-2,0,0,1,2
0.74,0.7,0.63,-0.110924065,-1.386294361,1993,0,econ & labor,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,0,0,0,0,0,0,0,0,0,0,0,-2,0,0,0,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
0.47,0.41,0.57,0.093800962,-0.693147181,1993,0,religious,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
0.47,0.69,0.6,0.130392671,0,1993,0,foreign pol,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
0.47,0.56,0.59,0.123435318,0.875468737,1992,0,foreign pol,0,0,1,0,0,0,-2,2,0,0,2,-2,0,0,0,0,0,2,2,0,2,0,2,2,0,0,-2,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,2,2,-2,0,0,1,2
0.61,0.7,0.71,0.100157142,-0.693147181,1992,0,civil rts,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
0.86,0.89,0.9,0.032230973,-0.693147181,1993,0,guns,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,0,0,0,0,0,0,0,0,0,0,1,2
0.56,0.73,0.8,0.233916044,-0.693147181,1993,0,guns,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,0,0,0,0,0,0,0,0,0,0,1,2
0.27,0.34,0.37,0.10204947,1.704748092,1993,0,foreign pol,0,0,1,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,2
0.61,0.59,0.64,0.035181344,-0.693147181,1993,0,religious,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
0.3,0.43,0.6,0.306843698,1.704748092,1993,0,foreign pol,0,0,1,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,2
0.83,0.9,0.87,0.048365891,0.405465108,1993,0,foreign pol,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
0.69,0.67,0.73,0.043162227,-0.693147181,1993,0,civil rts,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
0.37,0.44,0.42,0.045330763,0,1993,0,foreign pol,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
0.85,0.87,0.92,0.074819088,-0.693147181,1993,0,guns,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,0,0,0,0,0,0,0,0,0,0,1,2
0.4,0.38,0.43,0.025130808,-0.693147181,1993,0,religious,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
0.5,0.46,0.46,-0.038518488,-0.693147181,1993,0,religious,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
0.57,0.59,0.63,0.059655368,0,1993,0,foreign pol,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3
0.51,0.59,0.7,0.188086271,-0.693147181,1993,0,defense,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
0.5,0.42,0.6,0.090266585,0.875468737,1993,0,foreign pol,0,0,1,0,0,0,-2,2,0,0,2,-2,0,0,0,0,0,2,2,0,2,0,2,2,0,0,-2,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,2,2,-2,0,0,1,2
0.44,0.55,0.43,-0.009829104,-0.693147181,1993,0,religious,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
0.6,0.64,0.62,0.017605245,-0.693147181,1993,0,religious,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
0.26,0.38,0.43,0.169552922,0.875468737,1992,0,foreign pol,0,0,1,0,0,0,-2,2,0,0,2,-2,0,0,0,0,0,2,2,0,2,0,2,2,0,0,-2,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,2,2,-2,0,0,1,2
0.93,0.94,0.91,-0.018915832,-0.693147181,1993,0,guns,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,0,0,0,0,0,0,0,0,0,0,1,2
0.6,0.64,0.64,0.038022399,0,1993,0,misc others,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
0.28,0.3,0.32,0.043557763,0.875468737,1993,0,foreign pol,0,0,1,0,0,0,-2,2,0,0,2,-2,0,0,0,0,0,2,2,0,2,0,2,2,0,0,-2,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,2,2,-2,0,0,1,2
0.47,0.48,0.58,0.104495168,0.875468737,1993,0,foreign pol,0,0,1,0,0,0,-2,2,0,0,2,-2,0,0,0,0,0,2,2,0,2,0,2,2,0,0,-2,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,2,2,-2,0,0,1,2
0.93,0.84,0.87,-0.052479208,1.098612289,1993,0,education,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,2
0.29,0.31,0.41,0.118173897,0.693147181,1993,0,foreign pol,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
0.46,0.52,0.59,0.132678628,0.875468737,1993,0,foreign pol,0,0,1,0,0,0,-2,2,0,0,2,-2,0,0,0,0,0,2,2,0,2,0,2,2,0,0,-2,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,2,2,-2,0,0,1,2
0.35,0.37,0.55,0.196210146,0.875468737,1993,0,foreign pol,0,0,1,0,0,0,-2,2,0,0,2,-2,0,0,0,0,0,2,2,0,2,0,2,2,0,0,-2,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,2,2,-2,0,0,1,2
0.54,0.53,0.63,0.095816016,0,1993,0,foreign pol,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
0.3,0.31,0.32,0.021164954,0,1993,0,foreign pol,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
0.78,0.83,0.8,0.021453738,0.693147181,1993,0,econ & labor,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,2
0.71,0.72,0.6,-0.107973754,-1.386294361,1993,0,econ & labor,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,0,0,0,0,0,0,0,0,0,0,0,-2,0,0,0,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
0.41,0.42,0.5,0.082886577,0,1993,0,foreign pol,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3
0.27,0.26,0.33,0.053765118,0,1993,0,foreign pol,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
0.81,0.86,0.88,0.062205493,-0.693147181,1993,0,guns,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,0,0,0,0,0,0,0,0,0,0,1,2
0.45,0.43,0.59,0.137625754,0.875468737,1993,0,foreign pol,0,0,1,0,0,0,-2,2,0,0,2,-2,0,0,0,0,0,2,2,0,2,0,2,2,0,0,-2,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,2,2,-2,0,0,1,2
0.47,0.47,0.64,0.168898582,0.875468737,1993,0,foreign pol,0,0,1,0,0,0,-2,2,0,0,2,-2,0,0,0,0,0,2,2,0,2,0,2,2,0,0,-2,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,2,2,-2,0,0,1,2
0.76,0.68,0.59,-0.167688131,-0.182321557,1993,0,econ & labor,1,0,0,0,0,2,2,0,0,0,-2,2,0,0,0,0,0,0,-2,0,0,0,0,0,0,0,0,0,0,0,-2,0,0,0,-2,0,-2,0,0,0,0,0,0,0,0,2,0,0,1,3
0.52,0.35,0.62,0.095600426,0.875468737,1993,0,foreign pol,0,0,1,0,0,0,-2,2,0,0,2,-2,0,0,0,0,0,2,2,0,2,0,2,2,0,0,-2,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,2,2,-2,0,0,1,2
0.46,0.48,0.64,0.176032901,0.875468737,1993,0,foreign pol,0,0,1,0,0,0,-2,2,0,0,2,-2,0,0,0,0,0,2,2,0,2,0,2,2,0,0,-2,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,2,2,-2,0,0,1,2
0.49,0.59,0.67,0.175978601,0.875468737,1993,0,foreign pol,0,0,1,0,0,0,-2,2,0,0,2,-2,0,0,0,0,0,2,2,0,2,0,2,2,0,0,-2,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,2,2,-2,0,0,1,2
0.28,0.23,0.19,-0.085096836,0,1993,0,foreign pol,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
0.74,0.81,0.75,0.000693321,-1.386294361,1993,0,econ & labor,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,0,0,0,0,0,0,0,0,0,0,0,-2,0,0,0,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
0.77,0.81,0.84,0.065030098,0.693147181,1993,0,welf reform,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,4
0.86,0.81,0.81,-0.05052799,0,1993,0,soc welfare,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.5
0.88,0.88,0.92,0.040149391,-0.693147181,1993,0,guns,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,0,0,0,0,0,0,0,0,0,0,1,2
0.75,0.79,0.86,0.114184439,-0.693147181,1993,0,guns,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,0,0,0,0,0,0,0,0,0,0,1,2
0.83,0.91,0.92,0.092455029,-0.693147181,1993,0,guns,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,0,0,0,0,0,0,0,0,0,0,1,2
0.43,0.45,0.53,0.101440728,-2.014903021,1993,0,taxation,1,0,0,0,0,0,-1,-1,0,0,-1,0,0,0,0,0,0,-1,-1,0,0,0,0,-1,0,0,-1,0,0,-1,-1,0,-1,0,0,0,0,0,0,-1,0,0,0,0,-1,-1,0,0,1,2
0.61,0.65,0.68,0.072153568,0,1993,0,foreign pol,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
0.71,0.74,0.79,0.084879398,-0.693147181,1993,0,guns,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,0,0,0,0,0,0,0,0,0,0,1,2
0.38,0.36,0.34,-0.033756733,0,1993,0,foreign pol,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
0.44,0.39,0.44,-0.000719726,0,1993,0,foreign pol,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
0.83,0.83,0.66,-0.163254797,1.386294361,1994,0,foreign pol,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,2
0.48,0.52,0.61,0.121453881,-0.693147181,1994,0,guns,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,0,0,0,0,0,0,0,0,0,0,1,2
0.51,0.54,0.62,0.111178398,-0.693147181,1994,0,guns,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,0,0,0,0,0,0,0,0,0,0,1,2
0.85,0.84,0.82,-0.02837503,-0.693147181,1994,0,health,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3
0.66,0.76,0.73,0.067184091,0.693147181,1994,0,misc others,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,2
0.43,0.48,0.38,-0.052273691,0,1994,0,foreign pol,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
0.44,0.38,0.35,-0.087977469,0,1994,0,foreign pol,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
0.89,0.93,0.87,-0.02528125,-0.693147181,1994,0,health,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
0.66,0.7,0.66,-0.002449036,0,1993,0,immigration,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3
0.65,0.64,0.63,-0.022973537,0,1993,0,immigration,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
0.65,0.75,0.78,0.135087013,-0.693147181,1994,0,guns,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,0,0,0,0,0,0,0,0,0,0,1,2
0.92,0.91,0.94,0.026230037,0,1994,0,misc others,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
0.82,0.82,0.77,-0.053301454,0.693147181,1994,0,econ & labor,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,2
0.66,0.73,0.64,-0.027700305,0,1994,0,soc welfare,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
0.51,0.37,0.43,-0.082941115,0,1994,0,foreign pol,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
0.59,0.66,0.79,0.194153488,0.810930216,1994,0,foreign pol,0,0,1,0,0,0,-2,0,0,0,2,0,0,0,0,0,0,2,2,0,2,0,2,0,0,0,-2,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,2,-2,0,0,1,2
0.83,0.92,0.97,0.137734234,0,1993,0,govt reform,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2.5
0.45,0.53,0.72,0.266468108,-0.693147181,1993,0,defense,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
0.54,0.63,0.72,0.182046235,0.810930216,1994,0,foreign pol,0,0,1,0,0,0,-2,0,0,0,2,0,0,0,0,0,0,2,2,0,2,0,2,0,0,0,-2,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,2,-2,0,0,1,2
0.92,0.93,0.93,0.011723399,0.693147181,1994,0,welf reform,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,2
0.56,0.63,0.62,0.065860569,0.693147181,1994,0,welf reform,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,2
0.58,0.61,0.55,-0.028228223,0,1994,0,soc welfare,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2.5
0.59,0.65,0.71,0.116536736,0.693147181,1994,0,welf reform,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,2
0.44,0.45,0.58,0.138723433,0,1994,0,welf reform,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
0.4,0.42,0.45,0.045594811,0,1994,0,welf reform,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
0.33,0.39,0.37,0.046064615,0,1994,0,welf reform,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
0.78,0.85,0.84,0.063687086,0.693147181,1995,0,taxation,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,3.5
0.83,0.86,0.91,0.076052308,0.693147181,1994,0,taxation,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,3
0.8,0.85,0.76,-0.046971619,0,1994,0,taxation,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3
0.64,0.57,0.59,-0.046916962,1.011600912,1994,0,taxation,1,0,0,0,0,0,-2,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,1,3
